time(s),ppg
1.3592370000000003,-6.6964932E7
1.3675760000000006,-6.7037912E7
1.375915,-6.6889216E7
1.3842540000000003,-6.6933344E7
1.3925930000000006,-6.6826856E7
1.400932000000001,-6.6928976E7
1.4092700000000002,-6.7018872E7
1.4176090000000006,-6.7084168E7
1.4259480000000009,-6.7134064E7
1.4342870000000003,-6.7182912E7
1.4426260000000006,-6.7178768E7
1.450965,-6.7290304E7
1.4593040000000004,-6.734232E7
1.4676430000000007,-6.7399616E7
1.4759820000000001,-6.7499512E7
1.4843200000000012,-6.7531408E7
1.4926590000000006,-6.7620808E7
1.500998000000001,-6.7716472E7
1.5093370000000004,-6.768224E7
1.5176760000000007,-6.7705528E7
1.526015000000001,-6.7542704E7
1.5343540000000004,-6.7265376E7
1.5426930000000008,-6.6930944E7
1.551031,-6.6683552E7
1.5593710000000005,-6.6293316E7
1.5677090000000007,-6.5886632E7
1.576048000000001,-6.553948E7
1.5843870000000013,-6.5236688E7
1.5927260000000008,-6.494536E7
1.601065000000001,-6.4804596E7
1.6094040000000005,-6.466448E7
1.6177430000000008,-6.4579664E7
1.6260820000000002,-6.4483168E7
1.6344200000000004,-6.4391656E7
1.6427589999999999,-6.4334148E7
1.6510980000000002,-6.4332448E7
1.6594370000000005,-6.4348884E7
1.6677760000000008,-6.4343528E7
1.6761150000000011,-6.42902E7
1.6844540000000006,-6.4326316E7
1.6927930000000009,-6.4325896E7
1.7011310000000002,-6.4384752E7
1.7094700000000005,-6.4375104E7
1.7178090000000008,-6.4437436E7
1.7261480000000002,-6.4503144E7
1.7344870000000006,-6.4581688E7
1.742826,-6.4696512E7
1.7511650000000003,-6.4760776E7
1.7595039999999997,-6.4886112E7
1.767843000000001,-6.4982856E7
1.7761810000000011,-6.5079952E7
1.7845200000000006,-6.5199244E7
1.7928590000000009,-6.522264E7
1.8011980000000003,-6.5359344E7
1.8095370000000006,-6.544446E7
1.817876,-6.5473288E7
1.8262150000000004,-6.5435568E7
1.8345530000000005,-6.5491276E7
1.8428920000000009,-6.5505544E7
1.8512310000000012,-6.5538616E7
1.8595700000000006,-6.5577176E7
1.867909000000001,-6.5630736E7
1.8762480000000004,-6.570132E7
1.8845870000000007,-6.5788748E7
1.892926000000001,-6.5860872E7
1.9012650000000004,-6.588164E7
1.9096030000000006,-6.5955928E7
1.917942,-6.6092148E7
1.9262810000000004,-6.6197768E7
1.9346199999999998,-6.6265972E7
1.942959000000001,-6.636892E7
1.9512980000000013,-6.6454988E7
1.9596370000000007,-6.6570688E7
1.967976000000001,-6.6636832E7
1.9763140000000003,-6.6726528E7
1.9846530000000007,-6.6770276E7
1.992992,-6.688236E7
2.0013310000000004,-6.6972608E7
2.0096700000000007,-6.70396E7
2.018009,-6.7106792E7
2.0263480000000005,-6.7192592E7
2.0346860000000007,-6.7240032E7
2.043025000000001,-6.7255424E7
2.0513640000000004,-6.73772E7
2.0597030000000007,-6.7443904E7
2.068042000000001,-6.7543664E7
2.0763810000000005,-6.759384E7
2.084720000000001,-6.7640664E7
2.0930590000000002,-6.770368E7
2.1013980000000005,-6.78344E7
2.1097360000000007,-6.7873088E7
2.118075000000001,-6.796292E7
2.1264140000000014,-6.8022992E7
2.134753000000001,-6.807932E7
2.143092000000001,-6.809832E7
2.1514310000000005,-6.8159632E7
2.159770000000001,-6.816944E7
2.1681090000000003,-6.811888E7
2.1764470000000005,-6.7995712E7
2.184786,-6.7694336E7
2.193125,-6.7413632E7
2.2014640000000005,-6.7095236E7
2.209803,-6.6715684E7
2.218142000000001,-6.63095E7
2.2264810000000006,-6.5944436E7
2.234820000000001,-6.5619384E7
2.2431590000000012,-6.5356188E7
2.2514970000000005,-6.5178392E7
2.259836000000001,-6.5002752E7
2.2681750000000003,-6.4975816E7
2.2765140000000006,-6.4873784E7
2.284853,-6.4799008E7
2.2931920000000003,-6.4775104E7
2.3015310000000007,-6.4737048E7
2.30987,-6.475408E7
2.318208000000001,-6.4769456E7
2.3265470000000006,-6.484892E7
2.334886000000001,-6.4830792E7
2.3432250000000003,-6.4831544E7
2.3515640000000007,-6.4839416E7
2.359903,-6.4819096E7
2.3682420000000004,-6.4851288E7
2.3765810000000007,-6.4893052E7
2.384919000000001,-6.5014952E7
2.3932590000000005,-6.5040284E7
2.4015970000000006,-6.5175128E7
2.409936000000001,-6.528334E7
2.4182750000000004,-6.5435488E7
2.4266140000000007,-6.5560624E7
2.434953000000001,-6.5674424E7
2.4432920000000005,-6.5742012E7
2.451631000000001,-6.5795792E7
2.459969,-6.5794264E7
2.4683080000000004,-6.5871952E7
2.476647,-6.5857676E7
2.484986000000001,-6.5858896E7
2.4933250000000013,-6.5887768E7
2.5016640000000008,-6.590426E7
2.510003000000001,-6.590336E7
2.5183420000000005,-6.5932176E7
2.5266800000000007,-6.5950388E7
2.535019,-6.5976076E7
2.5433580000000005,-6.6095968E7
2.5516970000000008,-6.6197196E7
2.560036,-6.6315012E7
2.5683750000000005,-6.6370672E7
2.576714,-6.647772E7
2.5850530000000003,-6.657476E7
2.5933920000000006,-6.6713184E7
2.6017300000000008,-6.6796588E7
2.610069000000001,-6.6940896E7
2.6184080000000005,-6.6948088E7
2.626747000000001,-6.7039532E7
2.6350860000000003,-6.7122448E7
2.6434250000000006,-6.7219496E7
2.651764,-6.7269696E7
2.6601030000000003,-6.730832E7
2.6684410000000014,-6.737328E7
2.676780000000001,-6.7400824E7
2.685119000000001,-6.7500112E7
2.6934580000000006,-6.7618784E7
2.701797000000001,-6.774152E7
2.7101360000000003,-6.7808448E7
2.7184750000000006,-6.7880472E7
2.726814000000001,-6.7946784E7
2.7351530000000004,-6.8035648E7
2.7434910000000006,-6.8039848E7
2.75183,-6.813396E7
2.760169000000001,-6.8232496E7
2.7685080000000006,-6.824228E7
2.776847,-6.8313264E7
2.7851860000000013,-6.839048E7
2.7935250000000007,-6.8404592E7
2.801864,-6.8433608E7
2.8102020000000003,-6.8335616E7
2.8185409999999997,-6.80884E7
2.826880000000001,-6.7721024E7
2.8352190000000004,-6.7401824E7
2.843558,-6.71224E7
2.851897000000001,-6.6712112E7
2.8602360000000004,-6.6313888E7
2.8685750000000017,-6.59266E7
2.876914000000001,-6.5672928E7
2.8852520000000013,-6.5423892E7
2.8935910000000007,-6.52436E7
2.90193,-6.509014E7
2.9102690000000013,-6.5046592E7
2.9186080000000008,-6.4966692E7
2.926947,-6.4869984E7
2.9352859999999996,-6.4904544E7
2.943625000000001,-6.4834404E7
2.9519629999999992,-6.4844276E7
2.9603020000000004,-6.4852972E7
2.968641,-6.4884776E7
2.9769799999999993,-6.4906456E7
2.9853190000000005,-6.4905044E7
2.993658,-6.49622E7
3.001997000000001,-6.5017612E7
3.0103360000000006,-6.5064832E7
3.0186740000000007,-6.51631E7
3.027013000000002,-6.5232092E7
3.0353520000000014,-6.534212E7
3.043691000000001,-6.5465956E7
3.0520300000000002,-6.5566892E7
3.0603690000000014,-6.5683808E7
3.068708000000001,-6.5782668E7
3.0770470000000003,-6.5916936E7
3.0853850000000005,-6.6057832E7
3.093724,-6.616276E7
3.102063000000001,-6.620924E7
3.1104020000000006,-6.622964E7
3.118741,-6.6291064E7
3.1270799999999994,-6.6239432E7
3.1354190000000006,-6.6220976E7
3.143758,-6.6218016E7
3.1520969999999995,-6.6223752E7
3.1604349999999997,-6.6260096E7
3.168773999999999,-6.6317764E7
3.177113000000002,-6.638704E7
3.1854520000000015,-6.6532896E7
3.193791000000001,-6.6597096E7
3.202130000000002,-6.6736736E7
3.2104690000000016,-6.6834972E7
3.218808000000001,-6.6949928E7
3.227146000000001,-6.698888E7
3.2354850000000006,-6.7130304E7
3.243824,-6.722176E7
3.2521630000000012,-6.7313896E7
3.2605020000000007,-6.734872E7
3.268841,-6.7501864E7
3.2771800000000013,-6.754004E7
3.2855179999999997,-6.7627688E7
3.293857000000001,-6.7742344E7
3.3021960000000004,-6.781088E7
3.310535,-6.7877744E7
3.318873999999999,-6.7952208E7
3.3272130000000004,-6.7969728E7
3.335552,-6.8104832E7
3.3438909999999993,-6.8166656E7
3.3522300000000005,-6.8243136E7
3.360569,-6.8292E7
3.368907000000002,-6.8337184E7
3.3772460000000013,-6.839168E7
3.3855850000000007,-6.8450816E7
3.393924000000002,-6.8518928E7
3.4022630000000014,-6.859564E7
3.410602000000001,-6.867784E7
3.4189410000000002,-6.8785376E7
3.4272800000000014,-6.886504E7
3.435619000000001,-6.8888464E7
3.443957000000001,-6.8915376E7
3.4522960000000005,-6.8965568E7
3.460635,-6.8925008E7
3.468974000000001,-6.8745568E7
3.4773130000000005,-6.8447104E7
3.485652,-6.8092072E7
3.4939909999999994,-6.7718464E7
3.5023289999999996,-6.738708E7
3.510668000000001,-6.6967384E7
3.519007,-6.6612128E7
3.5273459999999996,-6.6286648E7
3.535684999999999,-6.600088E7
3.5440240000000003,-6.5820376E7
3.5523630000000015,-6.5704544E7
3.560702000000001,-6.5587084E7
3.569041000000002,-6.5553228E7
3.5773790000000005,-6.5468972E7
3.5857180000000017,-6.5440488E7
3.594057000000001,-6.539476E7
3.6023960000000006,-6.544298E7
3.610735,-6.5452776E7
3.6190740000000012,-6.549004E7
3.6274130000000007,-6.5525648E7
3.635752,-6.5540268E7
3.6440910000000013,-6.5549888E7
3.6524289999999997,-6.5593828E7
3.660768000000001,-6.5630588E7
3.6691070000000003,-6.565622E7
3.6774459999999998,-6.5766736E7
3.685785000000001,-6.5865532E7
3.6941240000000004,-6.6028776E7
3.702463,-6.6161952E7
3.7108019999999993,-6.6264876E7
3.7191400000000012,-6.640232E7
3.7274790000000007,-6.6528532E7
3.735818000000002,-6.6615672E7
3.7441570000000013,-6.6660696E7
3.7524960000000007,-6.6718584E7
3.760835000000002,-6.6758296E7
3.7691740000000014,-6.6761056E7
3.777513000000001,-6.6740176E7
3.785851000000001,-6.6712448E7
3.7941900000000004,-6.6708636E7
3.8025290000000016,-6.676772E7
3.810868000000001,-6.6754304E7
3.8192070000000005,-6.6804692E7
3.827546,-6.6877736E7
3.835885000000001,-6.6950032E7
3.8442229999999995,-6.7058472E7
3.852563,-6.7160672E7
3.860901,-6.7228704E7
3.8692399999999996,-6.7305432E7
3.8775790000000008,-6.7377376E7
3.885918,-6.7530816E7
3.8942569999999996,-6.7613224E7
3.902595999999999,-6.7738688E7
3.910934000000001,-6.780764E7
3.9192730000000022,-6.784768E7
3.9276120000000017,-6.788296E7
3.935951000000001,-6.800472E7
3.9442900000000005,-6.8056136E7
3.9526290000000017,-6.8086552E7
3.960968000000001,-6.8158496E7
3.9693070000000006,-6.8254848E7
3.977646000000002,-6.8338768E7
3.985984,-6.8395696E7
3.9943230000000014,-6.8496832E7
4.002662000000001,-6.8590064E7
4.011001,-6.8631376E7
4.01934,-6.8645768E7
4.027679000000001,-6.8675256E7
4.036018,-6.87844E7
4.044357,-6.8818864E7
4.052695,-6.8904312E7
4.061033999999999,-6.8993224E7
4.069373000000001,-6.9048848E7
4.077712,-6.9144048E7
4.086050999999999,-6.9179416E7
4.094390000000002,-6.925132E7
4.102729000000002,-6.9314384E7
4.111068000000001,-6.911576E7
4.119407000000001,-6.915448E7
4.127745000000001,-6.896844E7
4.136084,-6.900608E7
4.1444230000000015,-6.8932488E7
4.152762000000001,-6.8758944E7
4.161101,-6.8364272E7
4.169440000000002,-6.7967672E7
4.177779000000001,-6.7576912E7
4.1861180000000004,-6.720112E7
4.194456000000001,-6.6766692E7
4.202795,-6.6361308E7
4.2111339999999995,-6.6054228E7
4.219473000000001,-6.5769696E7
4.227812,-6.5580768E7
4.2361509999999996,-6.5463336E7
4.244490000000001,-6.5341348E7
4.252829,-6.525052E7
4.261168,-6.5235836E7
4.269506999999999,-6.5170668E7
4.277845000000001,-6.537148E7
4.286184000000002,-6.5363992E7
4.294523000000002,-6.5638648E7
4.302862000000001,-6.56184E7
4.3112010000000005,-6.5630488E7
4.319540000000002,-6.5622556E7
4.327879000000001,-6.5633068E7
4.336217000000001,-6.561972E7
4.344556000000001,-6.5634236E7
4.352895,-6.564288E7
4.361234000000001,-6.571168E7
4.369573000000001,-6.5841312E7
4.377912,-6.597854E7
4.386251,-6.6100556E7
4.394590000000001,-6.6222308E7
4.402929,-6.6349264E7
4.4112670000000005,-6.6447516E7
4.419606,-6.6524544E7
4.427944999999999,-6.6568448E7
4.436284000000001,-6.6612816E7
4.444623,-6.6619572E7
4.452961999999999,-6.669612E7
4.461301000000001,-6.6669016E7
4.469639000000001,-6.6651364E7
4.477978000000002,-6.663692E7
4.486317000000001,-6.670816E7
4.494656000000001,-6.6700664E7
4.502995,-6.6733356E7
4.5113340000000015,-6.6800428E7
4.519673000000001,-6.6868044E7
4.528012,-6.6947772E7
4.536351000000002,-6.7048856E7
4.544690000000001,-6.7145608E7
4.553028000000001,-6.722536E7
4.561367000000001,-6.7327376E7
4.569706,-6.7421776E7
4.578045000000001,-6.7480576E7
4.586384000000001,-6.7529984E7
4.594723,-6.7572112E7
4.6030619999999995,-6.7627008E7
4.611401000000001,-6.7694232E7
4.619738999999999,-6.7778664E7
4.628078,-6.782656E7
4.636417,-6.7927696E7
4.644756000000001,-6.7985392E7
4.653095000000002,-6.8072704E7
4.661434000000002,-6.8097312E7
4.669773000000001,-6.8169112E7
4.6781120000000005,-6.8224832E7
4.686450000000001,-6.8240616E7
4.694789000000002,-6.8308896E7
4.703128000000001,-6.8380736E7
4.711467000000001,-6.83892E7
4.719806,-6.84624E7
4.728145000000001,-6.8495664E7
4.736484000000001,-6.8607552E7
4.744823,-6.867512E7
4.753161,-6.877368E7
4.7615,-6.8537904E7
4.769839000000001,-6.8643056E7
4.7781780000000005,-6.8489456E7
4.786517,-6.8534032E7
4.794855999999999,-6.856836E7
4.8031950000000005,-6.8626784E7
4.811534,-6.8653912E7
4.819872000000002,-6.8739728E7
4.828211000000001,-6.877312E7
4.836550000000001,-6.8887512E7
4.844889000000002,-6.8958832E7
4.853228000000001,-6.8993232E7
4.861567000000001,-6.9041648E7
4.869906000000002,-6.9125552E7
4.8782450000000015,-6.9108928E7
4.886583000000002,-6.9184592E7
4.894923,-6.922064E7
4.9032610000000005,-6.9249952E7
4.9116,-6.9373664E7
4.919939000000001,-6.940152E7
4.928278000000001,-6.949312E7
4.936617,-6.9584664E7
4.944956000000001,-6.9611648E7
4.953294,-6.9652704E7
4.961633000000001,-6.9701552E7
4.969972,-6.9793968E7
4.978311,-6.9816504E7
4.986649999999999,-6.9865152E7
4.994989,-6.995072E7
5.003328,-6.9968856E7
5.011666999999999,-7.0031768E7
5.020006000000002,-7.0066424E7
5.028345000000002,-7.0101656E7
5.036683000000002,-7.007272E7
5.045022000000001,-6.994712E7
5.053361000000001,-6.97716E7
5.061700000000002,-6.940448E7
5.070039000000001,-6.8982072E7
5.078378000000001,-6.8598944E7
5.086717,-6.81854E7
5.095055,-6.7783952E7
5.103395000000001,-6.7298792E7
5.111733000000001,-6.6993104E7
5.120072,-6.6673996E7
5.128411,-6.645482E7
5.136750000000001,-6.6210544E7
5.1450890000000005,-6.6014592E7
5.153428,-6.5872952E7
5.161766999999999,-6.5785072E7
5.1701049999999995,-6.5712112E7
5.178444000000001,-6.5636024E7
5.186783,-6.5511712E7
5.195122000000001,-6.54799E7
5.203461000000001,-6.5449364E7
5.211800000000002,-6.5450256E7
5.220139000000001,-6.5422424E7
5.228478000000001,-6.5391856E7
5.236817000000002,-6.5324384E7
5.2451550000000005,-6.555862E7
5.253494000000002,-6.557994E7
5.261833000000001,-6.5724808E7
5.2701720000000005,-6.5792352E7
5.278511,-6.5869388E7
5.286850000000001,-6.592256E7
5.295189000000001,-6.603484E7
5.303527000000001,-6.6120496E7
5.311867000000001,-6.61674E7
5.320205,-6.6248064E7
5.328544000000001,-6.628734E7
5.336883,-6.6311976E7
5.345222,-6.632404E7
5.353561000000001,-6.637104E7
5.3619,-6.6344208E7
5.370239,-6.6409456E7
5.378577999999999,-6.6345704E7
5.386916000000001,-6.640762E7
5.395255000000001,-6.6385328E7
5.403594000000002,-6.6408376E7
5.411933000000001,-6.6451504E7
5.420272000000001,-6.649936E7
5.428611000000002,-6.651584E7
5.436950000000001,-6.6556032E7
5.445289000000001,-6.6663704E7
5.453627000000001,-6.6692744E7
5.461966,-6.6775196E7
5.470305,-6.678352E7
5.478644000000001,-6.6884312E7
5.486983,-6.694652E7
5.495322,-6.7013088E7
5.503661000000001,-6.713192E7
5.511998999999999,-6.7201336E7
5.520339,-6.7270656E7
5.528677,-6.7348432E7
5.5370159999999995,-6.7435752E7
5.545355000000001,-6.7565888E7
5.553694,-6.7612976E7
5.562033,-6.768224E7
5.570372000000001,-6.7808848E7
5.578711000000002,-6.78804E7
5.587050000000001,-6.7945856E7
5.595388000000002,-6.8037376E7
5.603727000000001,-6.8148648E7
5.612066,-6.822664E7
5.620405000000002,-6.8256512E7
5.628744000000001,-6.8368896E7
5.6370830000000005,-6.8416968E7
5.645422,-6.8461488E7
5.653761000000001,-6.8567296E7
5.662099000000001,-6.8652376E7
5.670438000000001,-6.8747984E7
5.678777,-6.8782736E7
5.687116,-6.8855696E7
5.695455000000001,-6.8646736E7
5.703794,-6.8708984E7
5.712133,-6.853544E7
5.720471,-6.8593912E7
5.728809999999999,-6.8637768E7
5.7371490000000005,-6.8664576E7
5.745488000000002,-6.872084E7
5.753827000000001,-6.881968E7
5.762166000000001,-6.8852E7
5.770505000000002,-6.8912176E7
5.778844000000001,-6.8984304E7
5.787183000000001,-6.906692E7
5.795521000000001,-6.9133264E7
5.80386,-6.9134432E7
5.8121990000000014,-6.9194176E7
5.820538000000001,-6.9237856E7
5.828877,-6.9333368E7
5.8372160000000015,-6.9399728E7
5.845555000000001,-6.946268E7
5.853894,-6.9565696E7
5.862233,-6.9587776E7
5.870571,-6.96758E7
5.878909999999999,-6.9741856E7
5.887249000000001,-6.9751296E7
5.895588,-6.97588E7
5.9039269999999995,-6.98496E7
5.912266000000001,-6.9920672E7
5.920605,-6.9947496E7
5.928943000000002,-7.0046904E7
5.9372820000000015,-7.0134192E7
5.945621000000001,-7.0182944E7
5.953960000000002,-7.0215104E7
5.962299000000002,-7.020104E7
5.970638000000001,-7.0180016E7
5.978977,-7.0053272E7
5.987316000000002,-6.980352E7
5.995655000000001,-6.9442752E7
6.0039940000000005,-6.9050624E7
6.012332000000001,-6.8675008E7
6.020671,-6.829876E7
6.029010000000001,-6.7880768E7
6.037349000000001,-6.7486856E7
6.045688,-6.7098772E7
6.054027,-6.6909368E7
6.062366000000001,-6.6674744E7
6.070703999999999,-6.6528952E7
6.079043,-6.6379656E7
6.087382,-6.6290256E7
6.095720999999999,-6.6195976E7
6.1040600000000005,-6.6124764E7
6.112399,-6.60804E7
6.120738000000001,-6.6001704E7
6.129077000000002,-6.5901892E7
6.137415000000001,-6.5842524E7
6.145754000000002,-6.5762784E7
6.154093000000001,-6.5794112E7
6.162432000000001,-6.5757228E7
6.170771,-6.5716024E7
6.179110000000001,-6.5679048E7
6.187449000000001,-6.56918E7
6.195788,-6.5658208E7
6.2041270000000015,-6.5724392E7
6.212465,-6.5758512E7
6.220804000000001,-6.5886508E7
6.2291430000000005,-6.5962448E7
6.237482,-6.6059088E7
6.245820999999999,-6.6141048E7
6.254160000000001,-6.6181768E7
6.262499,-6.6265968E7
6.2708379999999995,-6.627788E7
6.279176,-6.638384E7
6.287515000000001,-6.6385848E7
6.295854000000002,-6.6390264E7
6.3041930000000015,-6.6450868E7
6.312532000000001,-6.646686E7
6.320871000000002,-6.649526E7
6.329210000000002,-6.6539432E7
6.337549000000001,-6.656434E7
6.345887000000001,-6.6597464E7
6.354226000000001,-6.663516E7
6.362565,-6.6659936E7
6.370904000000001,-6.6673056E7
6.379243000000001,-6.6682328E7
6.387582,-6.678604E7
6.395921000000001,-6.6795608E7
6.404260000000001,-6.6955456E7
6.412598000000001,-6.7033016E7
6.420938,-6.712336E7
6.429276,-6.7205312E7
6.437615000000001,-6.7325944E7
6.445954,-6.7377656E7
6.454293,-6.740112E7
6.462631999999999,-6.7487432E7
6.4709710000000005,-6.756336E7
6.47931,-6.7589824E7
6.487648000000002,-6.7729872E7
6.495987000000001,-6.7830576E7
6.504326000000001,-6.7828464E7
6.512665000000002,-6.7958656E7
6.521004000000001,-6.8004168E7
6.529343000000001,-6.8024656E7
6.537682,-6.8110928E7
6.546021000000001,-6.8162256E7
6.554359000000002,-6.8220448E7
6.562698000000001,-6.8279752E7
6.5710370000000005,-6.8374952E7
6.579376,-6.8396032E7
6.587715000000001,-6.8503968E7
6.5960540000000005,-6.854744E7
6.604393,-6.860632E7
6.612732000000001,-6.8611488E7
6.621071000000001,-6.8693616E7
6.629409000000001,-6.8771504E7
6.637748,-6.8874224E7
6.646087,-6.8919888E7
6.654425999999999,-6.8957576E7
6.662765000000002,-6.9018696E7
6.6711040000000015,-6.9067912E7
6.679443000000001,-6.910544E7
6.687782000000002,-6.9155744E7
6.6961200000000005,-6.9218648E7
6.704459000000002,-6.9269608E7
6.712798000000001,-6.9315472E7
6.721137000000001,-6.9358472E7
6.729476000000002,-6.9445632E7
6.737815000000001,-6.9522008E7
6.746154000000001,-6.9557456E7
6.754493,-6.9604808E7
6.762831,-6.9600016E7
6.77117,-6.9679728E7
6.779509000000001,-6.9743848E7
6.787848,-6.9821136E7
6.796187,-6.9856128E7
6.804526000000001,-6.991148E7
6.812865,-6.9982032E7
6.821204,-7.0007584E7
6.829542,-7.0076496E7
6.837881000000001,-7.0118016E7
6.846220000000002,-7.0171152E7
6.854559000000002,-7.0264448E7
6.862898000000001,-7.0294944E7
6.871237000000001,-7.0376808E7
6.879576000000002,-7.0440664E7
6.887915000000001,-7.0490064E7
6.896254000000001,-7.0480816E7
6.904592000000001,-7.0434304E7
6.912931,-7.0285864E7
6.921270000000002,-7.0014168E7
6.929609000000001,-6.9647456E7
6.9379480000000004,-6.9297792E7
6.946287,-6.8902104E7
6.954626000000001,-6.852616E7
6.9629650000000005,-6.8096568E7
6.971303000000001,-6.7713328E7
6.979642,-6.7267712E7
6.9879809999999996,-6.6989856E7
