ms,y
51,8.399677745092632
52,15.079561274193882
53,20.28553118493906
54,24.181306190251043
55,26.930605003052673
56,28.69714633626681
57,29.64464890281631
58,29.93683141562402
59,29.7374125876128
60,29.210111131705506
61,28.51864576082498
62,27.826735187894098
63,27.298098125835697
64,27.096453287572636
65,27.385519386027774
66,28.329015134123956
67,30.09065924478405
68,33.11588844607785
69,37.44161474137983
70,42.618769756569876
71,48.19828511752784
72,53.73109245013361
73,58.768123380267035
74,62.86030953380799
75,65.55858253663637
76,66.76569097087486
77,66.86763982326194
78,66.14024532660103
79,64.85932371369555
80,63.30069121734891
81,61.74016407036457
82,60.453558505545935
83,59.71669075569644
84,59.42138487359789
85,59.25822011408167
86,59.20114551302552
87,59.22411010630725
88,59.3010629298046
89,59.40595301939537
90,59.512729410957306
91,59.595341140368184
92,59.627737243505784
93,59.62644630230144
94,59.62591084887656
95,59.62695084439401
96,59.63038625001665
97,59.63703702690735
98,59.64772313622898
99,59.66326453914441
100,59.684481196816506
101,59.7138812787137
102,59.75175879921497
103,59.79561248684901
104,59.84294107014449
105,59.8912432776301
106,59.93801783783452
107,59.98076347928643
108,60.01697893051451
109,60.04719065040592
110,60.07402029515401
111,60.09810938924673
112,60.12009945717209
113,60.140632023418036
114,60.16034861247257
115,60.17989074882365
116,60.199899956959264
117,60.22101776136738
118,60.2432643774063
119,60.2659701650742
120,60.28874186581887
121,60.311186221088086
122,60.33290997232963
123,60.35351986099129
124,60.37262262852085
125,60.389825016366096
126,60.40515429912439
127,60.418996697863406
128,60.43149737373633
129,60.442801487896354
130,60.45305420149669
131,60.46240067569054
132,60.470986071631096
133,60.47895555047156
134,60.48612545258622
135,60.492294713003915
136,60.497582384859584
137,60.502107521288224
138,60.50598917542477
139,60.509346400404226
140,60.51229824936154
141,60.51496377543169
142,60.51746203174964
143,60.519635417631825
144,60.52127718988121
145,60.522432687862526
146,60.52314725094051
147,60.52346621847993
148,60.523434929845514
149,60.523098724402004
150,60.52250294151415
151,60.521806805870874
152,60.52103537627722
153,60.52003274327204
154,60.51864299739425
155,60.51671022918272
156,60.51407852917633
157,60.51059198791396
158,60.506094695934515
159,60.50073501605853
160,60.49475090508054
161,60.488120844500315
162,60.48082331581766
163,60.472836800532384
164,60.46413978014427
165,60.45471073615314
166,60.44452815005877
167,60.43357050336097
168,60.42131840188839
169,60.40754564762961
170,60.39267051632431
171,60.37711128371216
172,60.36128622553283
173,60.345613617526006
174,60.330511735431344
175,60.316398854988535
176,60.303454303085225
177,60.29135657625455
178,60.27977270470435
179,60.26836971864249
180,60.256814648276844
181,60.244774523815266
182,60.23191637546562
183,60.21790723343577
184,60.20337836704935
185,60.18896719005619
186,60.17434994930336
187,60.15920289163796
188,60.143202263907085
189,60.12602431295782
190,60.107345285637244
191,60.08684142879249
192,60.06418898927062
193,60.039305034731214
194,60.01243958284195
195,59.98376830546214
196,59.95346687445105
197,59.92171096166796
198,59.88867623897216
199,59.85453837822293
200,59.81947305127954
201,59.69396797525648
202,59.439493436670155
203,59.13269896148276
204,58.850234075656466
205,58.668748305153464
206,58.66489117593593
207,58.91531221396604
208,59.49666094520599
209,60.545833729430115
210,62.04850088657773
211,63.85447288285848
212,65.81356018448194
213,67.77557325765775
214,69.59032256859557
215,71.10761858350497
216,72.1772717685956
217,72.80733543759789
218,73.14499129057845
219,73.24874237325119
220,73.17709173133004
221,72.98854241052888
222,72.74159745656162
223,72.49475991514217
224,72.30653283198443
225,72.2354192528023
226,72.24248323906578
227,72.24975289110506
228,72.25717731292444
229,72.26470560852819
230,72.2722868819206
231,72.27987023710595
232,72.28740477808853
233,72.2948396088726
234,72.30185544955836
235,72.30836393827987
236,72.31466055609232
237,72.32104078405084
238,72.3278001032106
239,72.33523399462679
240,72.34363793935452
241,72.35330741844895
242,72.36257107966705
243,72.37030091519941
244,72.3776074227518
245,72.38560110002993
246,72.3953924447395
247,72.40809195458625
248,72.4248101272759
249,72.44665746051415
250,72.47474445200675
251,72.51048167579161
252,72.55345380872345
253,72.60203250273298
254,72.65458940975105
255,72.70949618170842
256,72.7651244705359
257,72.81984592816423
258,72.87203220652422
259,72.9228860212404
260,72.97447362955113
261,73.02646199580788
262,73.07851808436212
263,73.13030885956539
264,73.18150128576917
265,73.23176232732496
266,73.28075894858424
267,73.30541196469592
268,73.29450677038126
269,73.26550719935013
270,73.23587708531251
271,73.2230802619783
272,73.24458056305744
273,73.31784182225985
274,73.46032787329547
275,73.68950254987423
276,74.04001603642492
277,74.51027157279673
278,75.06336257583018
279,75.66238246236584
280,76.27042464924423
281,76.85058255330593
282,77.36594959139144
283,77.77961918034133
284,78.09260479019181
285,78.34048989206272
286,78.53822290441984
287,78.70075224572905
288,78.84302633445617
289,78.97999358906706
290,79.12660242802755
291,79.29780126980349
292,79.48066702965723
293,79.65504444906959
294,79.82503368583423
295,79.99473489774468
296,80.1682482425945
297,80.34967387817731
298,80.54311196228667
299,80.7526626527162
300,80.98242610725943
301,81.23504050851776
302,81.5077701187935
303,81.79665421543163
304,82.09773207577715
305,82.40704297717501
306,82.7206261969702
307,83.03452101250772
308,83.34476670113256
309,83.6499140614728
310,83.95311412404051
311,84.25730651400659
312,84.565430856542
313,84.8804267768176
314,85.20523390000437
315,85.5427918512732
316,85.89604025579499
317,86.25914242363916
318,86.62618560126798
319,86.9999953184416
320,87.38339710492022
321,87.779216490464
322,88.19027900483312
323,88.61941017778777
324,89.0694355390881
325,89.54318061849433
326,90.05688697486372
327,90.6152005067168
328,91.20355325330856
329,91.80737725389407
330,92.41210454772828
331,93.00316717406626
332,93.56599717216302
333,94.08602658127354
334,94.59420622192229
335,95.11767497980544
336,95.63614699193562
337,96.12933639532542
338,96.57695732698745
339,96.95872392393436
340,97.25435032317874
341,97.44355066173321
342,97.49294516444262
343,97.40645643727457
344,97.21975218892592
345,96.96850012809351
346,96.6883679634741
347,96.41502340376454
348,96.18413415766163
349,96.0313679338622
350,95.99239244106309
351,96.0671110592561
352,96.21963247005085
353,96.43193233457077
354,96.68598631393937
355,96.96377006928007
356,97.24725926171634
357,97.51842955237167
358,97.7592566023695
359,97.98756873093902
360,98.22817268334651
361,98.47351175977128
362,98.71602926039252
363,98.94816848538947
364,99.16237273494139
365,99.35108530922749
366,99.506749508427
367,99.62950722791973
368,99.72692455343636
369,99.8025810706826
370,99.86005636536416
371,99.90293002318667
372,99.9347816298558
373,99.9591907710773
374,99.97973703255681
375,100.0
376,100.01443416621781
377,100.0166470407668
378,100.00894773447108
379,99.99364535815477
380,99.973049022642
381,99.94946783875687
382,99.92521091732351
383,99.90258736916606
384,99.88140242956678
385,99.85937347476654
386,99.83567782702734
387,99.80949280861115
388,99.77999574178
389,99.74636394879583
390,99.70777475192064
391,99.66340547341645
392,99.61517444258791
393,99.5649174162379
394,99.51168785787578
395,99.45453923101086
396,99.39252499915241
397,99.32469862580979
398,99.25011357449229
399,99.16782330870927
400,99.07688129197
401,98.99121930570392
402,98.91755834168144
403,98.84413567892341
404,98.75918859645056
405,98.65095437328372
406,98.5076702884437
407,98.31757362095134
408,98.06890164982738
409,97.73613594840091
410,97.31954263950745
411,96.84603582642744
412,96.34252961244131
413,95.8359381008296
414,95.35317539487266
415,94.92115559785103
416,94.56679281304513
417,94.29112906418364
418,94.06910298586234
419,93.88847359766221
420,93.73699991916426
421,93.60244096994955
422,93.4725557695991
423,93.3351033376939
424,93.177842693815
425,92.98853285754339
426,92.77122767679603
427,92.54021814094452
428,92.2986189817519
429,92.04954493098121
430,91.79611072039553
431,91.54143108175788
432,91.28862074683131
433,91.04079444737889
434,90.7930335204322
435,90.54026355637335
436,90.28536566699107
437,90.0312209640741
438,89.78071055941113
439,89.53671556479094
440,89.30211709200226
441,89.07979625283383
442,88.8691146483214
443,88.66690439926992
444,88.4722523971218
445,88.28424553331949
446,88.10197069930537
447,87.9245147865219
448,87.75096468641149
449,87.5804072904166
450,87.41192948997963
451,87.24716435793502
452,87.08790786586762
453,86.93349125334542
454,86.78324575993645
455,86.63650262520865
456,86.49259308873008
457,86.35084839006869
458,86.21059976879252
459,86.10033910862268
460,86.03291413156533
461,85.98418983461612
462,85.93003121477065
463,85.84630326902455
464,85.7088709943734
465,85.49359938781286
466,85.17635344633851
467,84.7197547415151
468,84.12895307104313
469,83.44360577112172
470,82.70337017795013
471,81.94790362772751
472,81.21686345665304
473,80.54990700092593
474,79.98669159674537
475,79.56687458031054
476,79.2978044894481
477,79.14337362085176
478,79.07805494902134
479,79.07632144845661
480,79.1126460936574
481,79.16150185912348
482,79.19736171935466
483,79.19469864885073
484,79.16681789941104
485,79.14373317466409
486,79.12498012685339
487,79.11009440822238
488,79.09861167101462
489,79.0900675674736
490,79.08399774984277
491,79.07993787036567
492,79.07840677939045
493,79.08001222500462
494,79.08442320606069
495,79.0913087214112
496,79.10033776990862
497,79.11117935040551
498,79.12350246175436
499,79.1369761028077
500,79.15126927241802
501,79.16665295024887
502,79.18364294536481
503,79.20227550071982
504,79.222586859268
505,79.24461326396336
506,79.26839095775993
507,79.29395618361174
508,79.32134518447285
509,79.35127584230771
510,79.38402130371638
511,79.41895070860608
512,79.45543319688409
513,79.49283790845769
514,79.53053398323416
515,79.56789056112079
516,79.60427678202483
517,79.63959338829575
518,79.6743667874015
519,79.70890461692697
520,79.74351451445719
521,79.77850411757703
522,79.81418106387149
523,79.8508529909255
524,79.88882753632399
525,79.92841233765193
526,79.96967657259644
527,80.012363136771
528,80.05629024465031
529,80.10127611070901
530,80.14713894942172
531,80.19369697526308
532,80.2407684027077
533,80.28817144623027
534,80.337047003364
535,80.38805715926638
536,80.44030190984834
537,80.4928812510208
538,80.5448951786947
539,80.59544368878097
540,80.64362677719055
541,80.68854443983439
542,80.73002839063571
543,80.76886852971975
544,80.80560213230046
545,80.8407664735917
546,80.87489882880736
547,80.90853647316136
548,80.9422166818676
549,80.97647673013999
550,81.0118538931924
551,81.0477786054811
552,81.08344542789484
553,81.11903782529637
554,81.15473926254843
555,81.19073320451372
556,81.22720311605495
557,81.26433246203487
558,81.30230470731618
559,81.34213611991609
560,81.38408751482979
561,81.42720917738717
562,81.47055139291801
563,81.51316444675214
564,81.55409862421939
565,81.59240421064959
566,81.62713149137254
567,81.65816694017435
568,81.68637979483812
569,81.71229448668898
570,81.73643544705222
571,81.759327107253
572,81.78149389861656
573,81.80346025246814
574,81.8257506001329
575,81.84888937293611
576,81.87264171477534
577,81.8963504103073
578,81.9199063519957
579,81.94320043230437
580,81.96612354369708
581,81.9885665786376
582,82.01042042958973
583,82.03157598901723
584,82.05223961876115
585,82.07260367154973
586,82.09253802617762
587,82.11191256143948
588,82.13059715612994
589,82.14846168904363
590,82.16537603897521
591,82.18121008471931
592,82.19598673726792
593,82.20986071420835
594,82.22289960422832
595,82.23517099601553
596,82.2467424782576
597,82.25768163964229
598,82.26805606885723
599,82.27793335459015
600,82.28738108552872
601,82.2967880519971
602,82.30622990221731
603,82.31530451172364
604,82.32360975605049
605,82.33074351073222
606,82.33630365130318
607,82.33988805329774
608,82.34109459225024
609,82.33894609230012
610,82.33340673947436
611,82.32548645213879
612,82.31619514865916
613,82.30654274740127
614,82.29753916673087
615,82.29019432501377
616,82.28551814061575
617,82.28346890005514
618,82.28307261419911
619,82.28394078793659
620,82.28568492615653
621,82.28791653374789
622,82.29024711559961
623,82.29228817660066
624,82.29365122164
625,82.29394775560658
626,82.29322541461724
627,82.29190126899844
628,82.2901409749537
629,82.28811018868643
630,82.2859745664001
631,82.28389976429811
632,82.28205143858399
633,82.28059524546111
634,82.27935805951643
635,82.27810791633152
636,82.27692221360182
637,82.2758783490228
638,82.27505372028992
639,82.27452572509861
640,82.27437176114435
641,82.27466922612257
642,82.27530807587314
643,82.27616743652233
644,82.27730846119495
645,82.27879230301595
646,82.28068011511021
647,82.28303305060264
648,82.28591226261811
649,82.28937890428155
650,82.292955049918
651,82.29633219333185
652,82.29982561686688
653,82.30375060286691
654,82.30842243367576
655,82.31415639163724
656,82.32126775909514
657,82.33007181839328
658,82.34088385187547
659,82.35354454454307
660,82.36770451594705
661,82.3833939502557
662,82.40064303163723
663,82.41948194425993
664,82.43994087229207
665,82.4620499999019
666,82.48583951125767
667,82.51402988166333
668,82.54775828227937
669,82.58467994105887
670,82.6224500859549
671,82.65872394492058
672,82.69115674590897
673,82.71740371687318
674,82.73512008576627
675,82.74220747247273
676,82.7398944682184
677,82.73082675796826
678,82.7176500266874
679,82.7030099593408
680,82.68955224089356
681,82.6799225563107
682,82.67676659055729
683,82.68273002859831
684,82.69805805871364
685,82.72022080712637
686,82.74770136571652
687,82.77898282636411
688,82.81254828094914
689,82.84688082135162
690,82.88046353945154
691,82.91177952712894
692,82.94212868937144
693,82.97351280271658
694,83.00546776636929
695,83.0375294795344
696,83.06923384141678
697,83.10011675122132
698,83.12971410815288
699,83.15756181141636
700,83.18336853423763
701,83.2074411543014
702,83.23021287750072
703,83.25211690972856
704,83.27358645687796
705,83.29505472484198
706,83.3169549195136
707,83.33972024678589
708,83.36378391255185
709,83.38855883181412
710,83.41335498792543
711,83.438451189304
712,83.46412624436806
713,83.49065896153581
714,83.5183281492255
715,83.54741261585528
716,83.57819116984342
717,83.611324994481
718,83.64683192220876
719,83.68402573516939
720,83.72222021550554
721,83.76072914535993
722,83.79886630687524
723,83.83594548219415
724,83.87128045345933
725,83.90529403089012
726,83.93884333339936
727,83.97189360617011
728,84.00441009438548
729,84.03635804322843
730,84.06770269788205
731,84.0984093035294
732,84.12844310535351
733,84.15776934853744
734,84.18708662840105
735,84.2167079652823
736,84.24602024189134
737,84.2744103409384
738,84.30126514513363
739,84.32597153718721
740,84.34791639980934
741,84.3664866157102
742,84.38011496707867
743,84.38871371036697
744,84.39388893968025
745,84.39724674912367
746,84.40039323280237
747,84.40493448482155
748,84.41247659928634
749,84.42462567030191
750,84.44110037570618
751,84.46023418668166
752,84.4815553873504
753,84.50459226183439
754,84.52887309425569
755,84.5539261687363
756,84.57927976939828
757,84.60446218036363
758,84.6290016857544
759,84.65359255567867
760,84.67903724608523
761,84.70502631985713
762,84.7312503398774
763,84.75739986902906
764,84.78316547019521
765,84.80823770625886
766,84.83230714010307
767,84.85540244668768
768,84.87783061729733
769,84.89969968930231
770,84.92111770007283
771,84.94219268697918
772,84.96303268739162
773,84.98374573868034
774,85.00443987821566
775,85.02433437666504
776,85.04294536216275
777,85.06082615827921
778,85.07853008858486
779,85.09661047665007
780,85.11562064604533
781,85.136113920341
782,85.15864362310758
783,85.18376307791544
784,85.2109422997218
785,85.23942744780005
786,85.26943606219483
787,85.30118568295083
788,85.33489385011275
789,85.37077810372524
790,85.40905598383297
791,85.44994503048065
792,85.49417385107387
793,85.54184752493438
794,85.59224829998111
795,85.64465842413294
796,85.69836014530875
797,85.75263571142747
798,85.80676737040798
799,85.86003737016918
800,85.91544078921284
801,85.97512381191281
802,86.03709534499613
803,86.09936429518987
804,86.15993956922102
805,86.21683007381664
806,86.26804471570377
807,86.31159240160943
808,86.34548203826067
809,86.36506483513682
810,86.37023165129918
811,86.36580086784784
812,86.35659086588274
813,86.34742002650397
814,86.34310673081154
815,86.34846935990548
816,86.3683262948858
817,86.40318466087815
818,86.44867286284112
819,86.50229120162413
820,86.56153997807664
821,86.62391949304808
822,86.68693004738793
823,86.74807194194561
824,86.80484547757057
825,86.85805626587434
826,86.91040412004187
827,86.96223064328272
828,87.0138774388064
829,87.0656861098225
830,87.1179982595405
831,87.17115549117003
832,87.2254994079206
833,87.28137161300177
834,87.33936959136437
835,87.39942171945516
836,87.46086593772746
837,87.52304018663467
838,87.5852824066301
839,87.64693053816711
840,87.7073225216991
841,87.76579629767937
842,87.82227214331687
843,87.87734642460268
844,87.93137121516345
845,87.9846985886258
846,88.03768061861639
847,88.09066937876182
848,88.14401694268874
849,88.19807538402375
850,88.25251103932608
851,88.30683089582782
852,88.361148003165
853,88.41557541097366
854,88.4702261688898
855,88.52521332654942
856,88.58064993358859
857,88.6366490396433
858,88.69332369434957
859,88.77021196976533
860,88.87558494415548
861,88.99265517646657
862,89.10463522564514
863,89.19473765063775
864,89.2461750103909
865,89.24215986385117
866,89.16590476996508
867,88.98723216165736
868,88.70919683499429
869,88.36485989363472
870,87.98728244123748
871,87.6095255814615
872,87.26465041796558
873,86.98571805440866
874,86.80578959444954
875,86.72347412076432
876,86.7065506612214
877,86.74183523726803
878,86.81614387035142
879,86.91629258191885
880,87.02909739341756
881,87.14137432629478
882,87.23993940199782
883,87.31160864197385
884,87.36580481092463
885,87.42035917082683
886,87.47470048904007
887,87.52825753292406
888,87.58045906983844
889,87.63073386714291
890,87.67851069219712
891,87.72321831236073
892,87.76488644714875
893,87.80407186458221
894,87.84099390477984
895,87.87587190786034
896,87.90892521394238
897,87.94037316314474
898,87.97043509558608
899,87.99933035138513
900,88.02650766716232
901,88.05153291177206
902,88.0748011236839
903,88.09670734136749
904,88.11764660329239
905,88.13801394792819
906,88.15820441374451
907,88.17861303921093
908,88.19963486279705
909,88.22099312080516
910,88.24214903329597
911,88.26310461437669
912,88.28386187815457
913,88.30442283873681
914,88.32478951023066
915,88.34496390674335
916,88.36494804238208
917,88.38484729099295
918,88.40470489459834
919,88.42442966956995
920,88.44393043227947
921,88.46311599909859
922,88.48189518639902
923,88.50017681055246
924,88.5178696879306
925,88.53473613916678
926,88.55075304218312
927,88.56615104928443
928,88.58116081277558
929,88.59601298496135
930,88.6109382181466
931,88.62616716463617
932,88.64193047673487
933,88.65845880674753
934,88.67569562878339
935,88.69338592861651
936,88.71146262604891
937,88.72985864088268
938,88.74850689291989
939,88.76734030196258
940,88.78629178781283
941,88.80529427027268
942,88.8240513902021
943,88.84250002244386
944,88.86092293777425
945,88.87960290696958
946,88.89882270080618
947,88.91886509006031
948,88.9400128455083
949,88.96254873792647
950,88.985395232042
951,89.00772888555291
952,89.03021360869175
953,89.05351331169105
954,89.07829190478324
955,89.10521329820094
